0.0,0.0,0.11133333,0.11133333,0.0075,0.0025,0.0,0.6
0.0025,0.0025,0.11237778,0.11133333,0.0125,0.0,0.25,0.43
0.0,0.0,0.112505555,0.11133333,0.0125,0.0,0.5,0.5
0.0,0.00175,0.112505555,0.11133333,0.01425,0.00175,0.5,0.48
0.00175,0.019,0.22361666,0.11133333,0.035,0.019,0.75,0.47
0.019,0.0025,0.11111111,0.11111111,0.01,0.0025,0.0,0.53
0.0035,0.00275,0.11111111,0.11111111,0.01625,0.00175,0.0,0.62
0.00175,0.0215,0.112383336,0.11111111,0.0395,0.0215,0.25,0.48
0.0245,0.003,0.112383336,0.11111111,0.067,0.0,0.5,0.39
0.0,0.08025,0.112383336,0.11111111,0.14725,0.08025,0.5,0.43
0.08025,0.273,0.112383336,0.11111111,0.5005,0.273,0.75,0.43
