0.0,0.0,0.09412821,0.09412821,0.0075,0.0025,0.0,0.53
0.00325,0.01275,0.09412821,0.09412821,0.0235,0.012,0.0,0.45
0.012,0.0425,0.09479487,0.09412821,0.078,0.0425,0.25,0.26
0.0425,0.0,0.09512821,0.09412821,0.1205,0.0,0.5,0.15
0.018,0.0365,0.09512821,0.09412821,0.175,0.0185,0.5,0.14
0.0185,0.0,0.09512821,0.09412821,0.1935,0.0,0.75,0.15
0.029,0.0025,0.102675214,0.102675214,0.01,0.0025,0.0,0.52
0.012,0.0095,0.11249445,0.102675214,0.0315,0.0,0.25,0.38
0.0045,0.0,0.09468376,0.09468376,0.0075,0.0025,0.0,0.43
0.0,0.0025,0.102897435,0.102897435,0.01,0.0025,0.0,0.57
0.0035,0.001,0.10367522,0.102897435,0.0145,0.0,0.25,0.46
0.002,0.01975,0.10367522,0.102897435,0.03625,0.01775,0.25,0.46
0.01775,0.0,0.10367522,0.102897435,0.054,0.0,0.5,0.37
0.06475,0.06475,0.5555556,0.102897435,0.1835,0.0,0.75,0.61
0.09275,0.30075,0.5555556,0.102897435,0.577,0.208,0.75,0.61
