0.0,0.0,0.10311966,0.10311966,0.0075,0.0025,0.0,0.6
0.009,0.0065,0.10334188,0.10311966,0.023,0.0,0.25,0.4
0.0,0.0,0.10345299,0.10311966,0.023,0.0,0.5,0.3
0.00325,0.00325,0.069042735,0.069042735,0.01075,7.5E-4,0.0,0.4
0.00575,0.005,0.10345299,0.069042735,0.0215,0.0,0.25,0.25
0.02575,0.0565,0.10345299,0.069042735,0.10375,0.03075,0.25,0.37
0.03075,0.16125,0.10367522,0.069042735,0.29575,0.16125,0.5,0.11
0.35475,0.1935,0.10367522,0.069042735,0.844,0.0,0.75,0.0
0.0895,0.0,0.051504273,0.051504273,0.0075,0.0025,0.0,0.32
0.00325,0.01275,0.051504273,0.051504273,0.0235,0.012,0.0,0.27
0.012,0.0,0.07758974,0.051504273,0.0355,0.0,0.25,0.15
0.0,0.0,0.09501709,0.051504273,0.0355,0.0,0.5,0.18
0.0,0.00525,0.5555556,0.051504273,0.04075,0.00525,0.75,0.43
