0.0,0.0,0.10378633,0.10378633,0.0075,0.0025,0.0,0.56
0.005,0.015,0.10378633,0.10378633,0.0275,0.0125,0.0,0.66
0.0125,0.048,0.10378633,0.10378633,0.088,0.048,0.25,0.45
0.048,0.0,0.10378633,0.10378633,0.136,0.0,0.5,0.31
0.02025,0.041,0.10378633,0.10378633,0.19725,0.02075,0.5,0.33
0.02075,0.0,0.10378633,0.10378633,0.218,0.0,0.75,0.24
0.0325,0.0025,0.09435043,0.09435043,0.01,0.0025,0.0,0.54
0.0025,0.015,0.11237222,0.09435043,0.0275,0.015,0.25,0.37
0.015,0.051,0.11237222,0.09435043,0.0935,0.051,0.5,0.44
0.0585,0.08125,0.11237222,0.09435043,0.23325,0.07375,0.5,0.38
0.07375,0.02975,0.112505555,0.09435043,0.33675,0.02975,0.75,0.37
