0.0,0.0,0.025752136,0.025752136,0.0075,0.0025,0.0,0.35
0.00325,0.01275,0.025752136,0.025752136,0.0235,0.012,0.0,0.31
0.012,0.0425,0.103564106,0.025752136,0.078,0.0425,0.25,0.08
0.0935,0.051,0.11249445,0.025752136,0.2225,0.0,0.5,0.06
0.267,0.267,0.11249445,0.025752136,0.7565,0.0,0.75,0.0
0.015,0.00325,0.060384616,0.060384616,0.01075,7.5E-4,0.0,0.32
0.00225,0.00325,0.060384616,0.060384616,0.01625,0.00175,0.0,0.33
0.00175,0.0215,0.10334188,0.060384616,0.0395,0.0215,0.25,0.2
0.0215,0.073,0.10334188,0.060384616,0.134,0.073,0.5,0.22
0.08375,0.01825,0.10334188,0.060384616,0.236,0.0075,0.5,0.15
0.0075,0.0,0.11248333,0.060384616,0.2435,0.0,0.75,0.53
