0.0,0.0,0.08580342,0.08580342,0.0075,0.0025,0.0,0.57
0.00325,0.01275,0.08580342,0.08580342,0.0235,0.012,0.0,0.42
0.012,0.0425,0.11224444,0.08580342,0.078,0.0425,0.25,0.41
0.064,0.0215,0.11225556,0.08580342,0.1635,0.0,0.5,0.26
0.196,0.196,0.11226111,0.08580342,0.5555,0.0,0.75,0.14
0.02775,0.0025,0.07736752,0.07736752,0.01,0.0025,0.0,0.41
0.0035,0.00275,0.07736752,0.07736752,0.01625,0.00175,0.0,0.35
0.00175,0.0,0.07758974,0.07736752,0.018,0.0,0.25,0.28
0.0025,0.0245,0.07758974,0.07736752,0.045,0.022,0.25,0.35
0.022,0.08025,0.07758974,0.07736752,0.14725,0.08025,0.5,0.14
0.08025,0.10975,0.44444445,0.07736752,0.33725,0.10975,0.75,0.76
